timestamp,bus_id,route_id,stop_sequence,hour,minute,month,day,day_of_week,time_of_day,is_holiday,is_peak_hour,weather_severity,traffic_severity,passenger_count,current_speed,distance_to_next_stop,eta_minutes,current_lat,current_lon,avg_speed_last_3_stops,avg_passengers_last_3_stops,delay,is_delayed,is_crowded,stop_type,next_stop_type,time_since_route_start,cumulative_distance
2024-01-01 11:20:00,BUS_001,R001,5,11,20,1,1,0,midday,0,0,0,0,16,56.37,0.81,0,3.041247,101.797912,34.98,13.333333333333334,-0.8621607237892497,0,0,3,4,15,11.55
2024-01-01 11:25:00,BUS_002,R001,1,11,25,1,1,0,midday,0,0,0,2,10,27.97,1.09,2,3.048978,101.798651,20.736666666666668,24.0,-0.3382195209152665,0,0,4,1,0,8.790000000000001
2024-01-01 11:32:00,BUS_002,R001,2,11,32,1,1,0,midday,0,0,0,1,20,42.59,0.42,0,3.051506,101.801758,32.25666666666667,19.333333333333332,-0.5916881897158957,0,0,1,2,5,9.21
2024-01-01 11:37:00,BUS_002,R001,3,11,37,1,1,0,midday,0,0,0,3,21,16.24,0.8,3,3.046182,101.806317,28.933333333333334,17.0,0.04433497536945774,0,0,2,0,10,10.01
2024-01-01 11:42:00,BUS_002,R001,4,11,42,1,1,0,midday,0,0,3,0,14,38.41,0.73,1,3.045659,101.806056,32.413333333333334,18.333333333333332,-0.14032803957302797,0,0,0,3,15,10.74
2024-01-01 11:47:00,BUS_002,R001,5,11,47,1,1,0,midday,0,0,0,0,23,54.87,0.81,0,3.041152,101.797225,36.50666666666667,19.333333333333332,-0.8857299070530346,0,0,3,4,20,11.55
2024-01-01 11:53:00,BUS_003,R001,1,11,53,1,1,0,midday,0,0,3,0,21,35.16,1.09,1,3.044509,101.796279,30.946666666666662,35.333333333333336,-0.8600682593856659,0,0,4,1,0,8.790000000000001
2024-01-01 11:58:00,BUS_003,R001,2,11,58,1,1,0,midday,0,0,0,0,15,54.97,0.42,0,3.051062,101.801149,37.73,28.666666666666668,-0.4584318719301437,0,0,1,2,5,9.21
2024-01-01 12:03:00,BUS_003,R001,3,12,3,1,1,0,midday,0,0,0,0,16,43.06,0.8,1,3.047118,101.805562,44.39666666666667,17.333333333333332,-0.11472364143056213,0,0,2,0,0,10.01
2024-01-01 12:08:00,BUS_003,R001,4,12,8,1,1,0,midday,0,0,1,1,22,36.21,0.73,1,3.04177,101.801527,44.74666666666667,17.666666666666668,-0.20961060480530236,0,0,0,3,5,10.74
2024-01-01 12:13:00,BUS_003,R001,5,12,13,1,1,0,midday,0,0,0,0,17,51.1,0.81,1,3.040831,101.794894,43.45666666666667,18.333333333333332,0.048923679060665415,0,0,3,4,10,11.55
2024-01-01 12:19:00,BUS_004,R001,1,12,19,1,1,0,midday,0,0,1,2,15,28.17,1.09,2,3.043149,101.795557,31.39333333333333,17.0,-0.32161874334398277,0,0,4,1,0,8.790000000000001
2024-01-01 12:25:00,BUS_004,R001,2,12,25,1,1,0,midday,0,0,0,1,16,40.99,0.42,0,3.049478,101.798976,38.63,17.0,-0.6147840936813856,0,0,1,2,5,9.21
2024-01-01 12:30:00,BUS_004,R001,3,12,30,1,1,0,midday,0,0,0,2,13,18.9,0.8,3,3.046507,101.806055,29.353333333333335,14.666666666666666,0.46031746031746,0,0,2,0,10,10.01
2024-01-01 12:35:00,BUS_004,R001,4,12,35,1,1,0,midday,0,0,1,0,21,43.65,0.73,0,3.044252,101.804417,34.51333333333333,16.666666666666668,-1.0034364261168385,0,0,0,3,15,10.74
2024-01-01 12:41:00,BUS_004,R001,5,12,41,1,1,0,midday,0,0,4,3,6,6.29,0.81,6,3.041362,101.798746,22.94666666666667,13.333333333333334,-1.7265500794912558,0,0,3,4,20,11.55
2024-01-01 12:47:00,BUS_005,R001,1,12,47,1,1,0,midday,0,0,4,0,6,20.15,1.09,3,3.048654,101.798479,31.840000000000003,14.666666666666666,-0.24565756823821383,0,0,4,1,0,8.790000000000001
2024-01-01 12:54:00,BUS_005,R001,2,12,54,1,1,0,midday,0,0,3,3,16,8.1,0.42,3,3.050406,101.800249,20.396666666666665,13.666666666666666,-0.11111111111111116,0,0,1,2,5,9.21
2024-01-01 13:00:00,BUS_005,R001,3,13,0,1,1,0,midday,0,0,0,1,21,35.23,0.8,1,3.046954,101.805694,21.16,14.333333333333334,-0.36247516321317086,0,0,2,0,0,10.01
2024-01-01 13:06:00,BUS_005,R001,4,13,6,1,1,0,midday,0,0,2,0,12,35.48,0.73,1,3.044285,101.804455,26.27,16.333333333333332,-0.2344983089064263,0,0,0,3,5,10.74
2024-01-01 13:13:00,BUS_005,R001,5,13,13,1,1,0,midday,0,0,0,2,25,29.63,0.81,1,3.041726,101.801387,33.446666666666665,19.333333333333332,-0.6402294971312861,0,0,3,4,10,11.55
2024-01-01 13:19:00,BUS_001,R001,1,13,19,1,1,0,midday,0,0,3,0,14,35.19,1.09,1,3.047037,101.797621,41.51333333333333,14.333333333333334,-0.8584825234441607,0,0,4,1,0,12.64
2024-01-01 13:24:00,BUS_001,R001,2,13,24,1,1,0,midday,0,0,0,2,26,22.86,0.42,0,3.050425,101.800275,38.13999999999999,18.666666666666668,-1.1023622047244095,0,1,1,2,5,13.06
2024-01-01 13:30:00,BUS_001,R001,3,13,30,1,1,0,midday,0,0,3,1,15,26.33,0.8,2,3.049706,101.803472,28.126666666666665,18.333333333333332,0.17698442840865924,0,0,2,0,10,13.86
2024-01-01 13:37:00,BUS_001,R001,4,13,37,1,1,0,midday,0,0,0,1,15,46.46,0.73,1,3.043984,101.804105,31.883333333333336,18.666666666666668,0.05725355144210076,0,0,0,3,15,14.59
2024-01-01 13:42:00,BUS_001,R001,5,13,42,1,1,0,midday,0,0,1,0,16,45.05,0.81,1,3.041397,101.799004,39.28,15.333333333333334,-0.07880133185349614,0,0,3,4,20,15.4
2024-01-01 13:48:00,BUS_002,R001,1,13,48,1,1,0,midday,0,0,0,1,19,41.89,1.09,1,3.045106,101.796596,45.05666666666667,18.666666666666668,-0.5612317975650516,0,0,4,1,0,12.64
2024-01-01 13:53:00,BUS_002,R001,2,13,53,1,1,0,midday,0,0,0,1,15,50.89,0.42,0,3.050542,101.800435,49.21666666666667,19.0,-0.4951856946354883,0,0,1,2,5,13.06
2024-01-01 14:00:00,BUS_002,R001,3,14,0,1,1,0,midday,0,0,1,1,21,26.94,0.8,2,3.050449,101.802872,39.906666666666666,18.333333333333332,0.2182628062360803,0,0,2,0,0,13.86
2024-01-01 14:07:00,BUS_002,R001,4,14,7,1,1,0,midday,0,0,1,1,20,36.58,0.73,1,3.042932,101.802881,38.13666666666667,18.666666666666668,-0.19737561509021329,0,0,0,3,5,14.59
2024-01-01 14:13:00,BUS_002,R001,5,14,13,1,1,0,midday,0,0,0,1,22,45.93,0.81,1,3.041634,101.80072,36.483333333333334,21.0,-0.058131939908556696,0,0,3,4,10,15.4
2024-01-01 14:19:00,BUS_003,R001,1,14,19,1,1,0,midday,0,0,0,1,24,45.88,1.09,1,3.042326,101.79512,44.39666666666667,21.0,-0.42545771578029634,0,0,4,1,0,12.64
2024-01-01 14:26:00,BUS_003,R001,2,14,26,1,1,0,midday,0,0,0,1,16,43.95,0.42,0,3.050913,101.800945,46.97666666666667,19.0,-0.5733788395904437,0,0,1,2,5,13.06
2024-01-01 14:33:00,BUS_003,R001,3,14,33,1,1,0,midday,0,0,3,0,19,34.93,0.8,1,3.048491,101.804453,41.586666666666666,19.666666666666668,-0.3741769252791298,0,0,2,0,10,13.86
2024-01-01 14:38:00,BUS_003,R001,4,14,38,1,1,0,midday,0,0,3,1,18,30.63,0.73,1,3.043881,101.803985,36.50333333333334,17.666666666666668,-0.4299706170421156,0,0,0,3,15,14.59
2024-01-01 14:44:00,BUS_003,R001,5,14,44,1,1,0,midday,0,0,3,1,18,29.55,0.81,1,3.041555,101.800147,31.703333333333333,18.333333333333332,-0.6446700507614214,0,0,3,4,20,15.4
2024-01-01 14:50:00,BUS_004,R001,1,14,50,1,1,0,midday,0,0,2,1,17,27.44,1.09,2,3.047855,101.798055,25.793333333333333,14.666666666666666,-0.3833819241982508,0,0,4,1,0,12.64
2024-01-01 14:56:00,BUS_004,R001,2,14,56,1,1,0,midday,0,0,3,0,15,40.6,0.42,0,3.049821,101.799447,24.77666666666667,12.666666666666666,-0.6206896551724138,0,0,1,2,5,13.06
2024-01-01 15:02:00,BUS_004,R001,3,15,2,1,1,0,midday,0,0,4,1,6,23.13,0.8,2,3.051135,101.802318,30.39,12.666666666666666,-0.07522697795071354,0,0,2,0,0,13.86
2024-01-01 15:08:00,BUS_004,R001,4,15,8,1,1,0,midday,0,0,0,0,23,52.04,0.73,0,3.04457,101.804788,38.589999999999996,14.666666666666666,-0.8416602613374328,0,0,0,3,5,14.59
2024-01-01 15:14:00,BUS_004,R001,5,15,14,1,1,0,midday,0,0,3,0,18,34.76,0.81,1,3.040951,101.795766,36.64333333333334,15.666666666666666,-0.3981588032220944,0,0,3,4,10,15.4
2024-01-01 15:21:00,BUS_005,R001,1,15,21,1,1,0,midday,0,0,1,2,15,22.11,1.09,2,3.042316,101.795115,29.073333333333334,17.333333333333332,-0.9579375848032567,0,0,4,1,0,12.64
2024-01-01 15:28:00,BUS_005,R001,2,15,28,1,1,0,midday,0,0,1,2,20,23.69,0.42,1,3.04982,101.799445,25.143333333333334,20.0,-0.06373997467285752,0,0,1,2,5,13.06
2024-01-01 15:35:00,BUS_005,R001,3,15,35,1,1,0,midday,0,0,3,0,17,40.41,0.8,1,3.04942,101.803703,28.736666666666668,17.333333333333332,-0.18782479584261336,0,0,2,0,10,13.86
2024-01-01 15:42:00,BUS_005,R001,4,15,42,1,1,0,midday,0,0,4,2,8,17.43,0.73,3,3.04449,101.804694,27.176666666666666,15.0,0.4870912220309811,0,0,0,3,15,14.59
2024-01-01 15:49:00,BUS_005,R001,5,15,49,1,1,0,midday,0,0,0,0,13,54.71,0.81,0,3.041624,101.80065,37.516666666666666,12.666666666666666,-0.8883202339608848,0,0,3,4,20,15.4
2024-01-01 15:55:00,BUS_001,R001,1,15,55,1,1,0,midday,0,0,0,2,16,28.54,1.09,2,3.047167,101.79769,40.016666666666666,15.666666666666666,-0.29152067274001414,0,0,4,1,0,16.490000000000002
2024-01-01 16:02:00,BUS_001,R001,2,16,2,1,1,0,afternoon,0,0,4,1,10,14.73,0.42,1,3.051057,101.801142,29.44,14.0,-0.710794297352342,0,0,1,2,0,16.91
2024-01-01 16:08:00,BUS_001,R001,3,16,8,1,1,0,afternoon,0,0,0,2,26,26.88,0.8,1,3.049497,101.803641,23.383333333333336,17.333333333333332,-0.7857142857142858,0,1,2,0,5,17.71
2024-01-01 16:13:00,BUS_001,R001,4,16,13,1,1,0,afternoon,0,0,0,1,16,43.67,0.73,1,3.045028,101.805321,28.426666666666666,17.333333333333332,-0.0029768719945040267,0,0,0,3,10,18.44
2024-01-01 16:18:00,BUS_001,R001,5,16,18,1,1,0,afternoon,0,0,4,0,7,27.23,0.81,1,3.04156,101.800183,32.593333333333334,16.333333333333332,-0.7847961806830703,0,0,3,4,15,19.25
2024-01-01 16:24:00,BUS_002,R001,1,16,24,1,1,0,afternoon,0,0,0,1,15,39.96,1.09,1,3.046072,101.797108,40.82333333333333,19.0,-0.6366366366366367,0,0,4,1,0,16.490000000000002
2024-01-01 16:30:00,BUS_002,R001,2,16,30,1,1,0,afternoon,0,0,3,0,15,37.94,0.42,0,3.051454,101.801686,41.27666666666667,17.333333333333332,-0.6642066420664208,0,0,1,2,5,16.91
2024-01-01 16:37:00,BUS_002,R001,3,16,37,1,1,0,afternoon,0,0,0,0,22,49.98,0.8,1,3.047487,101.805264,42.626666666666665,17.333333333333332,0.03961584633853543,0,0,2,0,10,17.71
2024-01-01 16:42:00,BUS_002,R001,4,16,42,1,1,0,afternoon,0,0,1,0,28,44.77,0.73,0,3.044576,101.804795,44.23,21.666666666666668,-0.9783337056064327,0,1,0,3,15,18.44
2024-01-01 16:47:00,BUS_002,R001,5,16,47,1,1,0,afternoon,0,0,0,1,19,47.56,0.81,0,3.040827,101.79486,47.43666666666667,23.0,-1.0218671152228764,0,0,3,4,20,19.25
2024-01-01 16:53:00,BUS_003,R001,1,16,53,1,1,0,afternoon,0,0,3,0,16,40.13,1.09,1,3.04218,101.795043,33.43666666666667,17.333333333333332,-0.6297034637428358,0,0,4,1,0,16.490000000000002
2024-01-01 16:58:00,BUS_003,R001,2,16,58,1,1,0,afternoon,0,0,1,1,11,41.55,0.42,0,3.049435,101.798918,37.07666666666666,15.0,-0.6064981949458483,0,0,1,2,5,16.91
2024-01-01 17:03:00,BUS_003,R001,3,17,3,1,1,0,afternoon,0,1,3,3,43,5.0,0.8,11,3.050589,101.802759,28.893333333333327,23.333333333333332,1.4000000000000004,0,1,2,0,0,17.71
2024-01-01 17:10:00,BUS_003,R001,4,17,10,1,1,0,afternoon,0,1,3,1,35,22.15,0.73,2,3.042175,101.801999,22.899999999999995,29.666666666666668,0.02257336343115135,0,1,0,3,5,18.44
2024-01-01 17:16:00,BUS_003,R001,5,17,16,1,1,0,afternoon,0,1,0,1,50,31.68,0.81,2,3.041302,101.798315,19.609999999999996,42.666666666666664,0.46590909090909083,0,1,3,4,10,19.25
2024-01-01 17:22:00,BUS_004,R001,1,17,22,1,1,0,afternoon,0,1,3,3,9,6.45,1.09,11,3.041401,101.79463,31.083333333333332,16.666666666666668,0.8604651162790695,0,0,4,1,0,16.490000000000002
2024-01-01 17:29:00,BUS_004,R001,2,17,29,1,1,0,afternoon,0,1,0,2,27,26.26,0.42,1,3.049466,101.79896,22.49,18.0,0.04036557501904048,0,1,1,2,5,16.91
2024-01-01 17:36:00,BUS_004,R001,3,17,36,1,1,0,afternoon,0,1,0,0,43,49.71,0.8,1,3.049719,101.803461,27.473333333333333,26.333333333333332,0.03439951719975842,0,1,2,0,10,17.71
2024-01-01 17:41:00,BUS_004,R001,4,17,41,1,1,0,afternoon,0,1,0,3,32,9.81,0.73,5,3.042356,101.802209,28.593333333333334,34.0,0.5351681957186551,0,1,0,3,15,18.44
2024-01-01 17:48:00,BUS_004,R001,5,17,48,1,1,0,afternoon,0,1,1,3,24,7.57,0.81,6,3.041418,101.799156,22.363333333333333,33.0,-0.42007926023778097,0,0,3,4,20,19.25
2024-01-01 17:54:00,BUS_005,R001,1,17,54,1,1,0,afternoon,0,1,0,1,37,31.25,1.09,2,3.047825,101.798039,34.46333333333333,19.333333333333332,-0.0928,0,1,4,1,0,16.490000000000002
2024-01-01 18:01:00,BUS_005,R001,2,18,1,1,1,0,afternoon,0,1,0,2,33,16.33,0.42,1,3.050791,101.800778,34.09666666666667,27.666666666666668,-0.5431720759338641,0,1,1,2,0,16.91
2024-01-01 18:07:00,BUS_005,R001,3,18,7,1,1,0,afternoon,0,1,3,2,25,16.12,0.8,3,3.046088,101.806393,21.233333333333334,31.666666666666668,0.022332506203474267,0,0,2,0,5,17.71
2024-01-01 18:14:00,BUS_005,R001,4,18,14,1,1,0,afternoon,0,1,3,2,21,21.17,0.73,2,3.044906,101.805179,17.873333333333335,26.333333333333332,-0.06896551724137945,0,0,0,3,10,18.44
2024-01-01 18:20:00,BUS_005,R001,5,18,20,1,1,0,afternoon,0,1,3,2,35,18.15,0.81,3,3.040931,101.795616,18.48,27.0,0.32231404958677645,0,1,3,4,15,19.25
2024-01-01 18:25:00,BUS_001,R001,1,18,25,1,1,0,afternoon,0,1,0,2,44,24.09,1.09,3,3.042535,101.795231,31.663333333333338,22.333333333333332,0.28518057285180554,0,1,4,1,0,20.34
2024-01-01 18:31:00,BUS_001,R001,2,18,31,1,1,0,afternoon,0,1,0,2,41,18.25,0.42,1,3.050503,101.800382,23.189999999999998,30.666666666666668,-0.3808219178082193,0,1,1,2,5,20.76
2024-01-01 18:37:00,BUS_001,R001,3,18,37,1,1,0,afternoon,0,1,1,2,22,17.95,0.8,2,3.051362,101.802135,20.096666666666664,35.666666666666664,-0.6740947075208918,0,0,2,0,10,21.560000000000002
2024-01-01 18:43:00,BUS_001,R001,4,18,43,1,1,0,afternoon,0,1,3,1,17,26.24,0.73,1,3.044489,101.804693,20.813333333333333,26.666666666666668,-0.6692073170731707,0,0,0,3,15,22.29
