timestamp,bus_id,route_id,stop_sequence,current_stop_name,next_stop_name,day_of_week,is_holiday,is_peak_hour,weather_condition,passenger_count,current_speed,traffic_condition,distance_to_next_stop,current_lat,current_lon,eta_minutes
2024-01-01 13:00:00,BUS_005,R001,3,KJ428 SMK SG Long,Green Acre Condo,0,False,False,sunny,21,35.23,normal,0.8,3.046954,101.805694,1
2024-01-01 13:06:00,BUS_005,R001,4,Green Acre Condo,SG Long Club House,0,False,False,foggy,12,35.48,light,0.73,3.044285,101.804455,1
2024-01-01 13:13:00,BUS_005,R001,5,SG Long Club House,UTAR bus stop,0,False,False,sunny,25,29.63,heavy,0.81,3.041726,101.801387,1
2024-01-01 13:19:00,BUS_001,R001,1,UTAR bus stop,KJ370 Perumahan SG Long Seksyen 7,0,False,False,rainy,14,35.19,light,1.09,3.047037,101.797621,1
2024-01-01 13:24:00,BUS_001,R001,2,KJ370 Perumahan SG Long Seksyen 7,KJ428 SMK SG Long,0,False,False,sunny,26,22.86,heavy,0.42,3.050425,101.800275,0
2024-01-01 13:30:00,BUS_001,R001,3,KJ428 SMK SG Long,Green Acre Condo,0,False,False,rainy,15,26.33,normal,0.8,3.049706,101.803472,2
2024-01-01 13:37:00,BUS_001,R001,4,Green Acre Condo,SG Long Club House,0,False,False,sunny,15,46.46,normal,0.73,3.043984,101.804105,1
2024-01-01 13:42:00,BUS_001,R001,5,SG Long Club House,UTAR bus stop,0,False,False,windy,16,45.05,light,0.81,3.041397,101.799004,1
2024-01-01 13:48:00,BUS_002,R001,1,UTAR bus stop,KJ370 Perumahan SG Long Seksyen 7,0,False,False,sunny,19,41.89,normal,1.09,3.045106,101.796596,1
2024-01-01 13:53:00,BUS_002,R001,2,KJ370 Perumahan SG Long Seksyen 7,KJ428 SMK SG Long,0,False,False,sunny,15,50.89,normal,0.42,3.050542,101.800435,0
2024-01-01 14:00:00,BUS_002,R001,3,KJ428 SMK SG Long,Green Acre Condo,0,False,False,windy,21,26.94,normal,0.8,3.050449,101.802872,2
2024-01-01 14:07:00,BUS_002,R001,4,Green Acre Condo,SG Long Club House,0,False,False,windy,20,36.58,normal,0.73,3.042932,101.802881,1
2024-01-01 14:13:00,BUS_002,R001,5,SG Long Club House,UTAR bus stop,0,False,False,sunny,22,45.93,normal,0.81,3.041634,101.80072,1
2024-01-01 14:19:00,BUS_003,R001,1,UTAR bus stop,KJ370 Perumahan SG Long Seksyen 7,0,False,False,sunny,24,45.88,normal,1.09,3.042326,101.79512,1
2024-01-01 14:26:00,BUS_003,R001,2,KJ370 Perumahan SG Long Seksyen 7,KJ428 SMK SG Long,0,False,False,sunny,16,43.95,normal,0.42,3.050913,101.800945,0
2024-01-01 14:33:00,BUS_003,R001,3,KJ428 SMK SG Long,Green Acre Condo,0,False,False,rainy,19,34.93,light,0.8,3.048491,101.804453,1
2024-01-01 14:38:00,BUS_003,R001,4,Green Acre Condo,SG Long Club House,0,False,False,rainy,18,30.63,normal,0.73,3.043881,101.803985,1
2024-01-01 14:44:00,BUS_003,R001,5,SG Long Club House,UTAR bus stop,0,False,False,rainy,18,29.55,normal,0.81,3.041555,101.800147,1
2024-01-01 14:50:00,BUS_004,R001,1,UTAR bus stop,KJ370 Perumahan SG Long Seksyen 7,0,False,False,foggy,17,27.44,normal,1.09,3.047855,101.798055,2
2024-01-01 14:56:00,BUS_004,R001,2,KJ370 Perumahan SG Long Seksyen 7,KJ428 SMK SG Long,0,False,False,rainy,15,40.6,light,0.42,3.049821,101.799447,0
2024-01-01 15:02:00,BUS_004,R001,3,KJ428 SMK SG Long,Green Acre Condo,0,False,False,storm,6,23.13,normal,0.8,3.051135,101.802318,2
2024-01-01 15:08:00,BUS_004,R001,4,Green Acre Condo,SG Long Club House,0,False,False,sunny,23,52.04,light,0.73,3.04457,101.804788,0
2024-01-01 15:14:00,BUS_004,R001,5,SG Long Club House,UTAR bus stop,0,False,False,rainy,18,34.76,light,0.81,3.040951,101.795766,1
2024-01-01 15:21:00,BUS_005,R001,1,UTAR bus stop,KJ370 Perumahan SG Long Seksyen 7,0,False,False,windy,15,22.11,heavy,1.09,3.042316,101.795115,2
2024-01-01 15:28:00,BUS_005,R001,2,KJ370 Perumahan SG Long Seksyen 7,KJ428 SMK SG Long,0,False,False,windy,20,23.69,heavy,0.42,3.04982,101.799445,1
2024-01-01 15:35:00,BUS_005,R001,3,KJ428 SMK SG Long,Green Acre Condo,0,False,False,rainy,17,40.41,light,0.8,3.04942,101.803703,1
2024-01-01 15:42:00,BUS_005,R001,4,Green Acre Condo,SG Long Club House,0,False,False,storm,8,17.43,heavy,0.73,3.04449,101.804694,3
2024-01-01 15:49:00,BUS_005,R001,5,SG Long Club House,UTAR bus stop,0,False,False,sunny,13,54.71,light,0.81,3.041624,101.80065,0
2024-01-01 15:55:00,BUS_001,R001,1,UTAR bus stop,KJ370 Perumahan SG Long Seksyen 7,0,False,False,sunny,16,28.54,heavy,1.09,3.047167,101.79769,2
2024-01-01 16:02:00,BUS_001,R001,2,KJ370 Perumahan SG Long Seksyen 7,KJ428 SMK SG Long,0,False,False,storm,10,14.73,normal,0.42,3.051057,101.801142,1
2024-01-01 16:08:00,BUS_001,R001,3,KJ428 SMK SG Long,Green Acre Condo,0,False,False,sunny,26,26.88,heavy,0.8,3.049497,101.803641,1
2024-01-01 16:13:00,BUS_001,R001,4,Green Acre Condo,SG Long Club House,0,False,False,sunny,16,43.67,normal,0.73,3.045028,101.805321,1
2024-01-01 16:18:00,BUS_001,R001,5,SG Long Club House,UTAR bus stop,0,False,False,storm,7,27.23,light,0.81,3.04156,101.800183,1
2024-01-01 16:24:00,BUS_002,R001,1,UTAR bus stop,KJ370 Perumahan SG Long Seksyen 7,0,False,False,sunny,15,39.96,normal,1.09,3.046072,101.797108,1
2024-01-01 16:30:00,BUS_002,R001,2,KJ370 Perumahan SG Long Seksyen 7,KJ428 SMK SG Long,0,False,False,rainy,15,37.94,light,0.42,3.051454,101.801686,0
2024-01-01 16:37:00,BUS_002,R001,3,KJ428 SMK SG Long,Green Acre Condo,0,False,False,sunny,22,49.98,light,0.8,3.047487,101.805264,1
2024-01-01 16:42:00,BUS_002,R001,4,Green Acre Condo,SG Long Club House,0,False,False,windy,28,44.77,light,0.73,3.044576,101.804795,0
2024-01-01 16:47:00,BUS_002,R001,5,SG Long Club House,UTAR bus stop,0,False,False,sunny,19,47.56,normal,0.81,3.040827,101.79486,0
2024-01-01 16:53:00,BUS_003,R001,1,UTAR bus stop,KJ370 Perumahan SG Long Seksyen 7,0,False,False,rainy,16,40.13,light,1.09,3.04218,101.795043,1
2024-01-01 16:58:00,BUS_003,R001,2,KJ370 Perumahan SG Long Seksyen 7,KJ428 SMK SG Long,0,False,False,windy,11,41.55,normal,0.42,3.049435,101.798918,0
2024-01-01 17:03:00,BUS_003,R001,3,KJ428 SMK SG Long,Green Acre Condo,0,False,True,rainy,43,5.0,jam,0.8,3.050589,101.802759,11
2024-01-01 17:10:00,BUS_003,R001,4,Green Acre Condo,SG Long Club House,0,False,True,rainy,35,22.15,normal,0.73,3.042175,101.801999,2
2024-01-01 17:16:00,BUS_003,R001,5,SG Long Club House,UTAR bus stop,0,False,True,sunny,50,31.68,normal,0.81,3.041302,101.798315,2
2024-01-01 17:22:00,BUS_004,R001,1,UTAR bus stop,KJ370 Perumahan SG Long Seksyen 7,0,False,True,rainy,9,6.45,jam,1.09,3.041401,101.79463,11
2024-01-01 17:29:00,BUS_004,R001,2,KJ370 Perumahan SG Long Seksyen 7,KJ428 SMK SG Long,0,False,True,sunny,27,26.26,heavy,0.42,3.049466,101.79896,1
2024-01-01 17:36:00,BUS_004,R001,3,KJ428 SMK SG Long,Green Acre Condo,0,False,True,sunny,43,49.71,light,0.8,3.049719,101.803461,1
2024-01-01 17:41:00,BUS_004,R001,4,Green Acre Condo,SG Long Club House,0,False,True,sunny,32,9.81,jam,0.73,3.042356,101.802209,5
2024-01-01 17:48:00,BUS_004,R001,5,SG Long Club House,UTAR bus stop,0,False,True,windy,24,7.57,jam,0.81,3.041418,101.799156,6
2024-01-01 17:54:00,BUS_005,R001,1,UTAR bus stop,KJ370 Perumahan SG Long Seksyen 7,0,False,True,sunny,37,31.25,normal,1.09,3.047825,101.798039,2
2024-01-01 18:01:00,BUS_005,R001,2,KJ370 Perumahan SG Long Seksyen 7,KJ428 SMK SG Long,0,False,True,sunny,33,16.33,heavy,0.42,3.050791,101.800778,1
2024-01-01 18:07:00,BUS_005,R001,3,KJ428 SMK SG Long,Green Acre Condo,0,False,True,rainy,25,16.12,heavy,0.8,3.046088,101.806393,3
2024-01-01 18:14:00,BUS_005,R001,4,Green Acre Condo,SG Long Club House,0,False,True,rainy,21,21.17,heavy,0.73,3.044906,101.805179,2
2024-01-01 18:20:00,BUS_005,R001,5,SG Long Club House,UTAR bus stop,0,False,True,rainy,35,18.15,heavy,0.81,3.040931,101.795616,3
2024-01-01 18:25:00,BUS_001,R001,1,UTAR bus stop,KJ370 Perumahan SG Long Seksyen 7,0,False,True,sunny,44,24.09,heavy,1.09,3.042535,101.795231,3
2024-01-01 18:31:00,BUS_001,R001,2,KJ370 Perumahan SG Long Seksyen 7,KJ428 SMK SG Long,0,False,True,sunny,41,18.25,heavy,0.42,3.050503,101.800382,1
2024-01-01 18:37:00,BUS_001,R001,3,KJ428 SMK SG Long,Green Acre Condo,0,False,True,windy,22,17.95,heavy,0.8,3.051362,101.802135,2
2024-01-01 18:43:00,BUS_001,R001,4,Green Acre Condo,SG Long Club House,0,False,True,rainy,17,26.24,normal,0.73,3.044489,101.804693,1
2024-01-01 18:48:00,BUS_001,R001,5,SG Long Club House,UTAR bus stop,0,False,True,rainy,22,6.97,jam,0.81,3.040793,101.794614,8
2024-01-01 18:54:00,BUS_002,R001,1,UTAR bus stop,KJ370 Perumahan SG Long Seksyen 7,0,False,True,rainy,23,15.07,heavy,1.09,3.043641,101.795819,6
2024-01-01 19:00:00,BUS_002,R001,2,KJ370 Perumahan SG Long Seksyen 7,KJ428 SMK SG Long,0,False,True,sunny,34,17.86,heavy,0.42,3.050971,101.801023,1
2024-01-01 19:06:00,BUS_002,R001,3,KJ428 SMK SG Long,Green Acre Condo,0,False,True,sunny,32,33.02,normal,0.8,3.048696,101.804287,1
2024-01-01 19:12:00,BUS_002,R001,4,Green Acre Condo,SG Long Club House,0,False,True,windy,38,12.25,jam,0.73,3.042917,101.802863,4
2024-01-01 19:18:00,BUS_002,R001,5,SG Long Club House,UTAR bus stop,0,False,True,windy,40,11.49,jam,0.81,3.041696,101.801174,5
2024-01-01 19:25:00,BUS_003,R001,1,UTAR bus stop,KJ370 Perumahan SG Long Seksyen 7,0,False,True,windy,28,10.94,heavy,1.09,3.041791,101.794836,6
2024-01-01 19:32:00,BUS_003,R001,2,KJ370 Perumahan SG Long Seksyen 7,KJ428 SMK SG Long,0,False,True,sunny,42,10.26,jam,0.42,3.051246,101.801401,2
2024-01-01 19:37:00,BUS_003,R001,3,KJ428 SMK SG Long,Green Acre Condo,0,False,True,rainy,34,12.13,heavy,0.8,3.046652,101.805938,6
2024-01-01 19:44:00,BUS_003,R001,4,Green Acre Condo,SG Long Club House,0,False,True,sunny,33,9.18,jam,0.73,3.044646,101.804876,6
2024-01-01 19:50:00,BUS_003,R001,5,SG Long Club House,UTAR bus stop,0,False,True,sunny,36,20.35,heavy,0.81,3.041281,101.798162,3
2024-01-01 19:56:00,BUS_004,R001,1,UTAR bus stop,KJ370 Perumahan SG Long Seksyen 7,0,False,True,sunny,39,10.64,jam,1.09,3.044227,101.79613,8
2024-01-01 20:01:00,BUS_004,R001,2,KJ370 Perumahan SG Long Seksyen 7,KJ428 SMK SG Long,0,False,False,sunny,17,51.97,light,0.42,3.04961,101.799157,0
2024-01-01 20:08:00,BUS_004,R001,3,KJ428 SMK SG Long,Green Acre Condo,0,False,False,sunny,18,26.15,heavy,0.8,3.049961,101.803266,1
2024-01-01 20:14:00,BUS_004,R001,4,Green Acre Condo,SG Long Club House,0,False,False,sunny,16,44.26,normal,0.73,3.045475,101.805841,0
2024-01-01 20:21:00,BUS_004,R001,5,SG Long Club House,UTAR bus stop,0,False,False,windy,17,19.12,heavy,0.81,3.041574,101.800288,3
2024-01-01 20:28:00,BUS_005,R001,1,UTAR bus stop,KJ370 Perumahan SG Long Seksyen 7,0,False,False,sunny,17,28.85,heavy,1.09,3.041789,101.794836,2
2024-01-01 20:35:00,BUS_005,R001,2,KJ370 Perumahan SG Long Seksyen 7,KJ428 SMK SG Long,0,False,False,sunny,22,43.13,normal,0.42,3.051557,101.801828,0
2024-01-01 20:40:00,BUS_005,R001,3,KJ428 SMK SG Long,Green Acre Condo,0,False,False,sunny,19,48.9,light,0.8,3.04873,101.80426,0
2024-01-01 20:46:00,BUS_005,R001,4,Green Acre Condo,SG Long Club House,0,False,False,rainy,13,33.4,normal,0.73,3.043477,101.803514,1
2024-01-01 20:52:00,BUS_005,R001,5,SG Long Club House,UTAR bus stop,0,False,False,foggy,7,27.92,light,0.81,3.041267,101.798056,1
2024-01-01 20:59:00,BUS_001,R001,1,UTAR bus stop,KJ370 Perumahan SG Long Seksyen 7,0,False,False,windy,20,24.85,heavy,1.09,3.044284,101.79616,2
2024-01-01 21:06:00,BUS_001,R001,2,KJ370 Perumahan SG Long Seksyen 7,KJ428 SMK SG Long,0,False,False,sunny,20,54.14,light,0.42,3.051542,101.801806,0
2024-01-01 21:11:00,BUS_001,R001,3,KJ428 SMK SG Long,Green Acre Condo,0,False,False,foggy,17,8.21,jam,0.8,3.04857,101.804389,6
2024-01-01 21:16:00,BUS_001,R001,4,Green Acre Condo,SG Long Club House,0,False,False,sunny,23,28.77,heavy,0.73,3.042377,101.802235,1
2024-01-01 21:23:00,BUS_001,R001,5,SG Long Club House,UTAR bus stop,0,False,False,sunny,21,43.11,normal,0.81,3.040786,101.794562,1
2024-01-01 21:28:00,BUS_002,R001,1,UTAR bus stop,KJ370 Perumahan SG Long Seksyen 7,0,False,False,sunny,19,25.89,heavy,1.09,3.047185,101.797699,2
2024-01-01 21:35:00,BUS_002,R001,2,KJ370 Perumahan SG Long Seksyen 7,KJ428 SMK SG Long,0,False,False,sunny,16,56.59,light,0.42,3.049663,101.79923,0
2024-01-01 21:41:00,BUS_002,R001,3,KJ428 SMK SG Long,Green Acre Condo,0,False,False,rainy,8,36.88,light,0.8,3.047349,101.805375,1
2024-01-01 21:47:00,BUS_002,R001,4,Green Acre Condo,SG Long Club House,0,False,False,sunny,15,25.8,heavy,0.73,3.045265,101.805597,1
2024-01-01 21:53:00,BUS_002,R001,5,SG Long Club House,UTAR bus stop,0,False,False,windy,20,38.26,normal,0.81,3.04127,101.798078,1
2024-01-01 21:59:00,BUS_003,R001,1,UTAR bus stop,KJ370 Perumahan SG Long Seksyen 7,0,False,False,rainy,17,29.92,normal,1.09,3.047418,101.797823,2
2024-01-01 22:05:00,BUS_003,R001,2,KJ370 Perumahan SG Long Seksyen 7,KJ428 SMK SG Long,0,False,False,sunny,11,47.03,normal,0.42,3.049633,101.799189,0
2024-01-01 22:10:00,BUS_003,R001,3,KJ428 SMK SG Long,Green Acre Condo,0,False,False,sunny,15,29.13,heavy,0.8,3.047948,101.804892,1
2024-01-01 22:17:00,BUS_003,R001,4,Green Acre Condo,SG Long Club House,0,False,False,foggy,11,5.0,jam,0.73,3.044638,101.804866,8
2024-01-01 22:23:00,BUS_003,R001,5,SG Long Club House,UTAR bus stop,0,False,False,sunny,20,44.31,normal,0.81,3.04127,101.798081,1
